ID,Timeframe,Position,Entry,Stop Loss,Take Profit 1,Take Profit 2,Status,Open Time,Close Time,Pips,Profit USD
"M1-1780483440000-ROBQ","M1","SELL",4484.72,4489.72,4479.72,4472.72,"SL","2026-06-03T10:44:00.000Z","2026-06-03T11:02:00.000Z",-50,-50
"M1-1780482720000-T4YC","M1","BUY",4489.6,4484.6,4494.6,4501.6,"SL","2026-06-03T10:32:00.000Z","2026-06-03T10:42:00.000Z",-50,-50
"M1-1780482300000-C31Q","M1","BUY",4485.16,4480.16,4490.16,4497.16,"TP1","2026-06-03T10:25:00.000Z","2026-06-03T10:30:00.000Z",50,50
"M5-1780481700000-KRT2","M5","BUY",4490.29,4482.29,4500.29,4510.29,"SL","2026-06-03T10:15:00.000Z","2026-06-03T10:25:00.000Z",-80,-160
"M1-1780481340000-7VUI","M1","BUY",4489.64,4484.64,4494.64,4501.64,"SL","2026-06-03T10:09:00.000Z","2026-06-03T10:24:00.000Z",-50,-50
"M1-1780481160000-MIUJ","M1","BUY",4480.89,4475.89,4485.89,4492.89,"TP1","2026-06-03T10:06:00.000Z","2026-06-03T10:06:00.000Z",50,50
"M1-1780481040000-X5WC","M1","BUY",4475.46,4470.46,4480.46,4487.46,"TP1","2026-06-03T10:04:00.000Z","2026-06-03T10:05:00.000Z",50,50
"M5-1780480800000-I7I3","M5","SELL",4471.3,4479.3,4461.3,4451.3,"SL","2026-06-03T10:00:00.000Z","2026-06-03T10:05:00.000Z",-80,-160
"M1-1780480680000-ZKJM","M1","SELL",4470.44,4475.44,4465.44,4458.44,"SL","2026-06-03T09:58:00.000Z","2026-06-03T10:03:00.000Z",-50,-50
"M15-1780479900000-NIJR","M15","SELL",4470.2,4485.2,4455.2,4435.2,"SL","2026-06-03T09:45:00.000Z","2026-06-03T10:00:00.000Z",-150,-750
"M1-1780479600000-JUHU","M1","SELL",4476.2,4481.2,4471.2,4464.2,"TP1","2026-06-03T09:40:00.000Z","2026-06-03T09:57:00.000Z",50,50
"M1-1780479000000-S6O8","M1","SELL",4469.04,4474.04,4464.04,4457.04,"SL","2026-06-03T09:30:00.000Z","2026-06-03T09:37:00.000Z",-50,-50
"M1-1780478700000-HTX9","M1","SELL",4476.63,4481.63,4471.63,4464.63,"TP1","2026-06-03T09:25:00.000Z","2026-06-03T09:29:00.000Z",50,50
"M5-1780477500000-YNAB","M5","SELL",4483.5,4491.5,4473.5,4463.5,"TP1","2026-06-03T09:05:00.000Z","2026-06-03T09:25:00.000Z",100,200
"M1-1780477920000-9AZ7","M1","BUY",4482.2,4477.2,4487.2,4494.2,"SL","2026-06-03T09:12:00.000Z","2026-06-03T09:15:00.000Z",-50,-50
"M15-1780474500000-YGU9","M15","SELL",4482.5,4497.5,4467.5,4447.5,"TP1","2026-06-03T08:15:00.000Z","2026-06-03T09:15:00.000Z",150,750
"M1-1780476720000-LS30","M1","SELL",4472.5,4477.5,4467.5,4460.5,"SL","2026-06-03T08:52:00.000Z","2026-06-03T09:03:00.000Z",-50,-50
"M1-1780473480000-ZKPZ","M1","SELL",4483.41,4488.41,4478.41,4471.41,"TP2","2026-06-03T07:58:00.000Z","2026-06-03T08:51:00.000Z",120,120
"M5-1780473300000-CFAI","M5","SELL",4482.5,4490.5,4472.5,4462.5,"TP1","2026-06-03T07:55:00.000Z","2026-06-03T08:50:00.000Z",100,200
"M15-1780465500000-LI9P","M15","SELL",4495.4,4510.4,4480.4,4460.4,"TP1","2026-06-03T05:45:00.000Z","2026-06-03T08:00:00.000Z",150,750
"M1-1780473240000-PTDN","M1","BUY",4488.5,4483.5,4493.5,4500.5,"SL","2026-06-03T07:54:00.000Z","2026-06-03T07:57:00.000Z",-50,-50
"M1-1780472580000-OK5Q","M1","SELL",4486.6,4491.6,4481.6,4474.6,"SL","2026-06-03T07:43:00.000Z","2026-06-03T07:52:00.000Z",-50,-50
"M1-1780472040000-BTJ9","M1","SELL",4487.9,4492.9,4482.9,4475.9,"TP1","2026-06-03T07:34:00.000Z","2026-06-03T07:42:00.000Z",50,50
"M1-1780471620000-BKJU","M1","SELL",4487.78,4492.78,4482.78,4475.78,"TP1","2026-06-03T07:27:00.000Z","2026-06-03T07:30:00.000Z",50,50
"M1-1780471140000-VK3V","M1","BUY",4494.03,4489.03,4499.03,4506.03,"SL","2026-06-03T07:19:00.000Z","2026-06-03T07:26:00.000Z",-50,-50
"M1-1780470780000-S0WI","M1","BUY",4499.22,4494.22,4504.22,4511.22,"SL","2026-06-03T07:13:00.000Z","2026-06-03T07:18:00.000Z",-50,-50
"M1-1780470240000-DXQP","M1","BUY",4494.62,4489.62,4499.62,4506.62,"TP1","2026-06-03T07:04:00.000Z","2026-06-03T07:12:00.000Z",50,50
"M5-1780469400000-GCN4","M5","SELL",4487.3,4495.3,4477.3,4467.3,"SL","2026-06-03T06:50:00.000Z","2026-06-03T07:05:00.000Z",-80,-160
"M1-1780469820000-N6GW","M1","SELL",4489.3,4494.3,4484.3,4477.3,"SL","2026-06-03T06:57:00.000Z","2026-06-03T07:03:00.000Z",-50,-50
"M1-1780467900000-JCXC","M1","SELL",4489.36,4494.36,4484.36,4477.36,"TP1","2026-06-03T06:25:00.000Z","2026-06-03T06:45:00.000Z",50,50
"M5-1780464900000-GRWB","M5","SELL",4493.78,4501.78,4483.78,4473.78,"TP1","2026-06-03T05:35:00.000Z","2026-06-03T06:45:00.000Z",100,200
"M1-1780467660000-8E0N","M1","BUY",4495.3,4490.3,4500.3,4507.3,"SL","2026-06-03T06:21:00.000Z","2026-06-03T06:23:00.000Z",-50,-50
"M1-1780467120000-FNTZ","M1","BUY",4492.7,4487.7,4497.7,4504.7,"TP1","2026-06-03T06:12:00.000Z","2026-06-03T06:18:00.000Z",50,50
"M1-1780466520000-DOXE","M1","SELL",4490.5,4495.5,4485.5,4478.5,"SL","2026-06-03T06:02:00.000Z","2026-06-03T06:03:00.000Z",-50,-50
"M1-1780465680000-8WYQ","M1","SELL",4493.9,4498.9,4488.9,4481.9,"TP1","2026-06-03T05:48:00.000Z","2026-06-03T05:57:00.000Z",50,50
"M1-1780465020000-VYWS","M1","SELL",4495.5,4500.5,4490.5,4483.5,"TP1","2026-06-03T05:37:00.000Z","2026-06-03T05:42:00.000Z",50,50
"M1-1780464720000-R7Z8","M1","SELL",4488.2,4493.2,4483.2,4476.2,"SL","2026-06-03T05:32:00.000Z","2026-06-03T05:34:00.000Z",-50,-50
"M1-1780464480000-JEV4","M1","SELL",4495.57,4500.57,4490.57,4483.57,"TP1","2026-06-03T05:28:00.000Z","2026-06-03T05:30:00.000Z",50,50
"M5-1780461300000-9R36","M5","SELL",4503.25,4511.25,4493.25,4483.25,"TP1","2026-06-03T04:35:00.000Z","2026-06-03T05:30:00.000Z",100,200
"M1-1780463880000-XDVJ","M1","SELL",4500.9,4505.9,4495.9,4488.9,"TP1","2026-06-03T05:18:00.000Z","2026-06-03T05:27:00.000Z",50,50
"M15-1780452000000-ANUG","M15","SELL",4509.5,4524.5,4494.5,4474.5,"TP1","2026-06-03T02:00:00.000Z","2026-06-03T05:15:00.000Z",150,750
"M1-1780462860000-D12Z","M1","SELL",4496.12,4501.08,4491.12,4484.12,"SL","2026-06-03T05:01:00.000Z","2026-06-03T05:13:00.000Z",-49.6,-49.6
"M1-1780461180000-YJVY","M1","SELL",4502.6,4507.35,4497.6,4490.6,"TP1","2026-06-03T04:33:00.000Z","2026-06-03T04:55:00.000Z",50,50
"M5-1780459800000-HAQW","M5","BUY",4513.77,4505.77,4523.77,4533.77,"SL","2026-06-03T04:10:00.000Z","2026-06-03T04:25:00.000Z",-80,-160
"M1-1780456020000-0KGB","M1","BUY",4513.5,4508.5,4518.5,4525.5,"SL","2026-06-03T03:07:00.000Z","2026-06-03T04:23:00.000Z",-50,-50
"M5-1780454700000-OEB4","M5","SELL",4506,4514,4496,4486,"SL","2026-06-03T02:45:00.000Z","2026-06-03T03:00:00.000Z",-80,-160
"M1-1780454760000-WZ5E","M1","SELL",4504.71,4509.71,4499.71,4492.71,"SL","2026-06-03T02:46:00.000Z","2026-06-03T02:59:00.000Z",-50,-50
"M1-1780454640000-LB2L","M1","BUY",4509.1,4504.1,4514.1,4521.1,"SL","2026-06-03T02:44:00.000Z","2026-06-03T02:45:00.000Z",-50,-50
"M5-1780451700000-TJBJ","M5","SELL",4503.58,4511.58,4493.58,4483.58,"SL","2026-06-03T01:55:00.000Z","2026-06-03T02:40:00.000Z",-80,-160
"M1-1780451520000-YVE2","M1","BUY",4504.65,4499.65,4509.65,4516.65,"TP1","2026-06-03T01:52:00.000Z","2026-06-03T02:37:00.000Z",50,50
"M1-1780450860000-17HM","M1","SELL",4496.4,4501.4,4491.4,4484.4,"SL","2026-06-03T01:41:00.000Z","2026-06-03T01:46:00.000Z",-50,-50
"M5-1780450200000-GH0O","M5","SELL",4495.1,4503.1,4485.1,4475.1,"SL","2026-06-03T01:30:00.000Z","2026-06-03T01:45:00.000Z",-80,-160
"M1-1780450200000-7XDU","M1","SELL",4497.9,4502.9,4492.9,4485.9,"TP1","2026-06-03T01:30:00.000Z","2026-06-03T01:40:00.000Z",50,50
"M1-1780449840000-F3KK","M1","SELL",4497.9,4502.9,4492.9,4485.9,"TP1","2026-06-03T01:24:00.000Z","2026-06-03T01:25:00.000Z",50,50
"M5-1780449000000-T82F","M5","SELL",4503.37,4511.37,4493.37,4483.37,"TP1","2026-06-03T01:10:00.000Z","2026-06-03T01:25:00.000Z",100,200
"M1-1780449060000-OKN6","M1","SELL",4503.4,4508.4,4498.4,4491.4,"TP1","2026-06-03T01:11:00.000Z","2026-06-03T01:13:00.000Z",50,50
"M1-1780448880000-LRXD","M1","SELL",4499,4504,4494,4487,"SL","2026-06-03T01:08:00.000Z","2026-06-03T01:10:00.000Z",-50,-50
"M1-1780448520000-XRGE","M1","SELL",4503.5,4508.5,4498.5,4491.5,"TP1","2026-06-03T01:02:00.000Z","2026-06-03T01:06:00.000Z",50,50
"M1-1780448460000-E8XQ","M1","SELL",4509.91,4514.91,4504.91,4497.91,"TP1","2026-06-03T01:01:00.000Z","2026-06-03T01:01:00.000Z",50,50
"M1-1780447740000-2NXY","M1","BUY",4517.62,4512.62,4522.62,4529.62,"SL","2026-06-03T00:49:00.000Z","2026-06-03T01:00:00.000Z",-50,-50
"M15-1780447500000-9HV5","M15","BUY",4522.63,4507.63,4537.63,4557.63,"SL","2026-06-03T00:45:00.000Z","2026-06-03T01:00:00.000Z",-150,-750
"M5-1780448400000-Z5PT","M5","BUY",4505.3,4497.3,4515.3,4525.3,"TP1","2026-06-03T01:00:00.000Z","2026-06-03T01:00:00.000Z",100,200
"M5-1780447500000-8ROL","M5","BUY",4523.16,4515.16,4533.16,4543.16,"SL","2026-06-03T00:45:00.000Z","2026-06-03T00:55:00.000Z",-80,-160
"M1-1780447380000-ZYZ7","M1","BUY",4523.25,4518.25,4528.25,4535.25,"SL","2026-06-03T00:43:00.000Z","2026-06-03T00:48:00.000Z",-50,-50
"M1-1780447200000-S7PB","M1","BUY",4519.9,4514.9,4524.9,4531.9,"TP1","2026-06-03T00:40:00.000Z","2026-06-03T00:42:00.000Z",50,50
"M1-1780446660000-4IEU","M1","BUY",4511.16,4506.16,4516.16,4523.16,"TP1","2026-06-03T00:31:00.000Z","2026-06-03T00:38:00.000Z",50,50
"M15-1780443000000-B2Q5","M15","SELL",4496.95,4511.95,4481.95,4461.95,"SL","2026-06-02T23:30:00.000Z","2026-06-03T00:30:00.000Z",-150,-750
"M1-1780444920000-B7YL","M1","BUY",4506.39,4501.39,4511.39,4518.39,"TP1","2026-06-03T00:02:00.000Z","2026-06-03T00:28:00.000Z",50,50
"M5-1780442400000-QLZG","M5","SELL",4499.82,4507.82,4489.82,4479.82,"SL","2026-06-02T23:20:00.000Z","2026-06-03T00:05:00.000Z",-80,-160
"M1-1780444320000-P6DM","M1","BUY",4502.42,4497.42,4507.42,4514.42,"TP1","2026-06-02T23:52:00.000Z","2026-06-03T00:01:00.000Z",50,50
"M1-1780443900000-IY7R","M1","BUY",4502.69,4497.69,4507.69,4514.69,"SL","2026-06-02T23:45:00.000Z","2026-06-02T23:48:00.000Z",-50,-50
"M1-1780443660000-W7B4","M1","SELL",4494.9,4499.9,4489.9,4482.9,"SL","2026-06-02T23:41:00.000Z","2026-06-02T23:42:00.000Z",-50,-50
"M1-1780442400000-UM0J","M1","SELL",4499.56,4504.56,4494.56,4487.56,"TP1","2026-06-02T23:20:00.000Z","2026-06-02T23:28:00.000Z",50,50
"M1-1780441860000-31FC","M1","SELL",4504.42,4509.42,4499.42,4492.42,"TP1","2026-06-02T23:11:00.000Z","2026-06-02T23:19:00.000Z",50,50
"M5-1780426500000-8ALS","M5","SELL",4517.73,4525.73,4507.73,4497.73,"TP1","2026-06-02T18:55:00.000Z","2026-06-02T23:10:00.000Z",100,200
"M1-1780441500000-PI1P","M1","SELL",4515.8,4520.8,4510.8,4503.8,"TP1","2026-06-02T23:05:00.000Z","2026-06-02T23:08:00.000Z",50,50
"M1-1780440420000-YWKW","M1","SELL",4517.6,4522.6,4512.6,4505.6,"TP1","2026-06-02T22:47:00.000Z","2026-06-02T23:03:00.000Z",50,50
"M15-1780421400000-GIKP","M15","SELL",4518.5,4533.5,4503.5,4483.5,"TP1","2026-06-02T17:30:00.000Z","2026-06-02T23:00:00.000Z",150,750
"M1-1780426260000-OAQH","M1","BUY",4517.91,4512.91,4522.91,4529.91,"SL","2026-06-02T18:51:00.000Z","2026-06-02T22:45:00.000Z",-50,-50
"M1-1780425720000-KODL","M1","SELL",4511.39,4516.39,4506.39,4499.39,"SL","2026-06-02T18:42:00.000Z","2026-06-02T18:50:00.000Z",-50,-50
"M5-1780425900000-HTQS","M5","SELL",4510.6,4518.6,4500.6,4490.6,"SL","2026-06-02T18:45:00.000Z","2026-06-02T18:50:00.000Z",-80,-160
"M5-1780418400000-XIHE","M5","SELL",4518.02,4526.02,4508.02,4498.02,"TP1","2026-06-02T16:40:00.000Z","2026-06-02T18:40:00.000Z",100,200
"M1-1780424820000-RYXB","M1","BUY",4519.17,4514.17,4524.17,4531.17,"SL","2026-06-02T18:27:00.000Z","2026-06-02T18:38:00.000Z",-50,-50
"M1-1780421820000-KXI6","M1","SELL",4513.69,4518.69,4508.69,4501.69,"SL","2026-06-02T17:37:00.000Z","2026-06-02T18:26:00.000Z",-50,-50
"M1-1780420260000-N8SP","M1","SELL",4517.9,4522.9,4512.9,4505.9,"TP1","2026-06-02T17:11:00.000Z","2026-06-02T17:36:00.000Z",50,50
"M1-1780419660000-N3BZ","M1","BUY",4521.84,4516.84,4526.84,4533.84,"SL","2026-06-02T17:01:00.000Z","2026-06-02T17:09:00.000Z",-50,-50
"M1-1780418400000-K7S7","M1","SELL",4517,4522,4512,4505,"SL","2026-06-02T16:40:00.000Z","2026-06-02T17:00:00.000Z",-50,-50
"M1-1780417620000-5ECX","M1","SELL",4520.67,4525.67,4515.67,4508.67,"TP1","2026-06-02T16:27:00.000Z","2026-06-02T16:38:00.000Z",50,50
"M1-1780417320000-0NPF","M1","SELL",4525.1,4530.1,4520.1,4513.1,"TP1","2026-06-02T16:22:00.000Z","2026-06-02T16:26:00.000Z",50,50
"M5-1780410900000-X3H2","M5","SELL",4532.2,4540.2,4522.2,4512.2,"TP1","2026-06-02T14:35:00.000Z","2026-06-02T16:20:00.000Z",100,200
"M1-1780414920000-ME7T","M1","SELL",4531.98,4536.98,4526.98,4519.98,"TP1","2026-06-02T15:42:00.000Z","2026-06-02T16:15:00.000Z",50,50
"M15-1780408800000-DI0C","M15","SELL",4533.64,4548.64,4518.64,4498.64,"TP1","2026-06-02T14:00:00.000Z","2026-06-02T16:15:00.000Z",150,750
"M1-1780411680000-B4K4","M1","BUY",4534.61,4529.61,4539.61,4546.61,"SL","2026-06-02T14:48:00.000Z","2026-06-02T15:41:00.000Z",-50,-50
"M1-1780410840000-L3NN","M1","SELL",4529.27,4534.27,4524.27,4517.27,"SL","2026-06-02T14:34:00.000Z","2026-06-02T14:44:00.000Z",-50,-50
"M1-1780409880000-ETHC","M1","SELL",4524.04,4529.04,4519.04,4512.04,"SL","2026-06-02T14:18:00.000Z","2026-06-02T14:33:00.000Z",-50,-50
"M5-1780409400000-B2HM","M5","SELL",4535.9,4543.9,4525.9,4515.9,"TP1","2026-06-02T14:10:00.000Z","2026-06-02T14:15:00.000Z",100,200
"M5-1780408800000-61NL","M5","SELL",4535.9,4543.9,4525.9,4515.9,"TP1","2026-06-02T14:00:00.000Z","2026-06-02T14:00:00.000Z",100,200
"M1-1780408260000-V2EU","M1","BUY",4538.6,4533.6,4543.6,4550.6,"SL","2026-06-02T13:51:00.000Z","2026-06-02T13:55:00.000Z",-50,-50
"M5-1780406100000-BT1V","M5","SELL",4542.4,4550.4,4532.4,4522.4,"TP1","2026-06-02T13:15:00.000Z","2026-06-02T13:55:00.000Z",100,200
"M1-1780407600000-WDFY","M1","SELL",4543.8,4548.8,4538.8,4531.8,"TP1","2026-06-02T13:40:00.000Z","2026-06-02T13:40:00.000Z",50,50
"M1-1780405980000-2KXN","M1","SELL",4543.35,4548.35,4538.35,4531.35,"TP1","2026-06-02T13:13:00.000Z","2026-06-02T13:30:00.000Z",50,50
"M1-1780405560000-L4L1","M1","SELL",4551.1,4556.1,4546.1,4539.1,"TP1","2026-06-02T13:06:00.000Z","2026-06-02T13:08:00.000Z",50,50
"M5-1780405500000-2DUH","M5","SELL",4553,4561,4543,4533,"TP1","2026-06-02T13:05:00.000Z","2026-06-02T13:05:00.000Z",100,200
"M1-1780405200000-2D02","M1","SELL",4544.7,4549.7,4539.7,4532.7,"SL","2026-06-02T13:00:00.000Z","2026-06-02T13:04:00.000Z",-50,-50
"M15-1780393500000-7BK5","M15","BUY",4556.4,4541.4,4571.4,4591.4,"SL","2026-06-02T09:45:00.000Z","2026-06-02T13:00:00.000Z",-150,-750
"M1-1780403880000-V5YA","M1","SELL",4554.08,4559.08,4549.08,4542.08,"TP1","2026-06-02T12:38:00.000Z","2026-06-02T12:50:00.000Z",50,50
"M5-1780398900000-8Y4H","M5","BUY",4556.9,4548.9,4566.9,4576.9,"SL","2026-06-02T11:15:00.000Z","2026-06-02T12:50:00.000Z",-80,-160
